試合ID,日付,ラウンド,プール,イニング,攻撃チーム,守備チーム,投手ID,投手,打者ID,打者,投球番号,球種,判定,ストライク,ボール,球速（km/h）,ストライク判定,スイング,コンタクト,結果グループ
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,806401,Dayson Croes,3,直球,ボール,2,1,155.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,806401,Dayson Croes,4,スライダー,ファール,2,1,142.6,1,1,1,ファール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,806401,Dayson Croes,5,チェンジアップ,ボール,2,2,140.3,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,806401,Dayson Croes,6,直球,ストライク（見逃し）,3,2,155.5,1,0,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,702258,Druw Jones,1,スライダー,ストライク（見逃し）,1,0,139.5,1,0,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,702258,Druw Jones,2,直球,ボール,1,1,154.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,702258,Druw Jones,3,直球,ボール,1,2,152.7,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,702258,Druw Jones,4,スライダー,ボール,1,3,139.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,702258,Druw Jones,5,スライダー,ストライク（見逃し）,2,3,137.9,1,0,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,702258,Druw Jones,6,直球,ボール,2,4,153.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,678882,Ceddanne Rafaela,1,スライダー,ボール,0,1,139.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,678882,Ceddanne Rafaela,2,スライダー,ファール,1,1,137.4,1,1,1,ファール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,678882,Ceddanne Rafaela,3,スライダー,ファール,2,1,136.0,1,1,1,ファール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,678882,Ceddanne Rafaela,4,スライダー,ストライク（空振り）,3,1,140.2,1,1,0,ストライク
788132,2026-03-10,Pool A,A,1,Canada,Puerto Rico,592254,José De León,666397,Edouard Julien,1,直球,ストライク（見逃し）,1,0,141.0,1,0,0,ストライク
788132,2026-03-10,Pool A,A,1,Canada,Puerto Rico,592254,José De León,666397,Edouard Julien,2,スラーブ,インプレー,1,0,120.1,1,1,1,インプレー
788132,2026-03-10,Pool A,A,1,Canada,Puerto Rico,592254,José De León,647304,Josh Naylor,1,チェンジアップ,ボール,0,1,130.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Canada,Puerto Rico,592254,José De León,647304,Josh Naylor,2,チェンジアップ,インプレー,0,1,129.4,1,1,1,インプレー
788132,2026-03-10,Pool A,A,1,Canada,Puerto Rico,592254,José De León,641933,Tyler O'Neill,1,スラーブ,ストライク（見逃し）,1,0,118.1,1,0,0,ストライク
788132,2026-03-10,Pool A,A,1,Canada,Puerto Rico,592254,José De León,641933,Tyler O'Neill,2,スラーブ,インプレー,1,0,120.2,1,1,1,インプレー
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,1,直球,ストライク（見逃し）,1,0,149.3,1,0,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,2,チェンジアップ,ボール,1,1,140.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,3,チェンジアップ,ボール,1,2,141.9,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,4,直球,ボール,1,3,148.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,5,直球,ストライク（見逃し）,2,3,148.1,1,0,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,6,チェンジアップ,ボール,2,4,140.3,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,1,直球,ストライク（空振り）,1,0,148.1,1,1,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,2,チェンジアップ,ボール（自動）,1,1,139.0,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,3,スライダー,ボール（自動）,1,2,137.8,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,4,直球,ファール,2,2,148.5,1,1,1,ファール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,5,直球,ボール,2,3,148.9,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,6,直球,ボール,2,4,147.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,571448,Nolan Arenado,1,スライダー,ストライク（空振り）,1,0,138.6,1,1,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,571448,Nolan Arenado,2,スライダー,ボール,1,1,138.6,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,571448,Nolan Arenado,3,直球,ボール,1,2,148.2,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,571448,Nolan Arenado,4,スライダー,ストライク（空振り）,2,2,137.0,1,1,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,571448,Nolan Arenado,5,チェンジアップ,エラー（投球）,2,2,139.0,0,0,0,ボール
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,592696,Eddie Rosario,1,カーブ,ストライク（見逃し）,1,0,129.9,1,0,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,592696,Eddie Rosario,2,直球,インプレー,1,0,148.2,1,1,1,インプレー
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,543877,Christian Vázquez,1,直球,ストライク（見逃し）,1,0,147.6,1,0,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,543877,Christian Vázquez,2,スライダー,ストライク（見逃し）,2,0,138.2,1,0,0,ストライク
788132,2026-03-10,Pool A,A,1,Puerto Rico,Canada,666364,Jordan Balazovic,543877,Christian Vázquez,3,直球,ストライク（見逃し）,3,0,149.2,1,0,0,ストライク
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672012,Tyler Black,1,スラーブ,ボール,0,1,115.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672012,Tyler Black,2,直球,ストライク（空振り）,1,1,140.2,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672012,Tyler Black,3,チェンジアップ,ボール,1,2,130.0,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672012,Tyler Black,4,チェンジアップ,ボール,1,3,128.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672012,Tyler Black,5,直球,ファール,2,3,142.9,1,1,1,ファール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672012,Tyler Black,6,直球,ストライク（空振り）,3,3,141.8,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672640,Otto Lopez,1,スライダー,ボール,0,1,132.1,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672640,Otto Lopez,2,スラーブ,ファール,1,1,120.7,1,1,1,ファール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672640,Otto Lopez,3,チェンジアップ,ボール,1,2,129.1,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,672640,Otto Lopez,4,スライダー,インプレー,1,2,133.9,1,1,1,インプレー
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,683357,Owen Caissie,1,チェンジアップ,ストライク（空振り）,1,0,130.7,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,683357,Owen Caissie,2,チェンジアップ,ボール,1,1,131.0,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,683357,Owen Caissie,3,チェンジアップ,ボール,1,2,129.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,683357,Owen Caissie,4,チェンジアップ,ストライク（空振り）,2,2,132.6,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,683357,Owen Caissie,5,チェンジアップ,ファール,2,2,131.2,1,1,1,ファール
788132,2026-03-10,Pool A,A,2,Canada,Puerto Rico,592254,José De León,683357,Owen Caissie,6,直球,ストライク（空振り）,3,2,144.7,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,669004,MJ Melendez,1,カーブ,ストライク（見逃し）,1,0,132.0,1,0,0,ストライク
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,669004,MJ Melendez,2,直球,ファール,2,0,147.9,1,1,1,ファール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,669004,MJ Melendez,3,カーブ,ボール,2,1,134.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,669004,MJ Melendez,4,チェンジアップ,W,3,1,138.6,0,0,0,
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,683090,Matthew Lugo,1,スライダー,ファール,1,0,138.4,1,1,1,ファール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,683090,Matthew Lugo,2,直球,ボール,1,1,148.2,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,683090,Matthew Lugo,3,チェンジアップ,ボール,1,2,139.2,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,683090,Matthew Lugo,4,直球,ボール,1,3,147.6,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,683090,Matthew Lugo,5,直球,ストライク（空振り）,2,3,148.2,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,683090,Matthew Lugo,6,スライダー,ボール,2,4,139.5,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,676679,Luis Vázquez,1,直球,ストライク（空振り）,1,0,146.8,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,676679,Luis Vázquez,2,直球,ボール,1,1,147.3,0,0,0,ボール
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,676679,Luis Vázquez,3,チェンジアップ,ストライク（空振り）,2,1,138.6,1,1,0,ストライク
788132,2026-03-10,Pool A,A,2,Puerto Rico,Canada,666364,Jordan Balazovic,676679,Luis Vázquez,4,直球,ファールチップ,3,1,147.3,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647351,Abraham Toro,1,直球,ボール,0,1,141.9,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647351,Abraham Toro,2,直球,ストライク（見逃し）,1,1,140.7,1,0,0,ストライク
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647351,Abraham Toro,3,スラーブ,ボール,1,2,122.1,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647351,Abraham Toro,4,直球,ファール,2,2,141.5,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647351,Abraham Toro,5,チェンジアップ,ファール,2,2,135.2,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647351,Abraham Toro,6,チェンジアップ,インプレー,2,2,134.7,1,1,1,インプレー
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,689414,Liam Hicks,1,スライダー,ストライク（見逃し）,1,0,131.6,1,0,0,ストライク
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,689414,Liam Hicks,2,チェンジアップ,ボール,1,1,131.6,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,689414,Liam Hicks,3,チェンジアップ,ボール,1,2,130.2,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,689414,Liam Hicks,4,チェンジアップ,ボール,1,3,130.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,689414,Liam Hicks,5,直球,ファール,2,3,141.9,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,689414,Liam Hicks,6,直球,インプレー,2,3,144.0,1,1,1,インプレー
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,672016,Denzel Clarke,1,直球,ボール,0,1,144.8,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,672016,Denzel Clarke,2,直球,ファール,1,1,145.2,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,672016,Denzel Clarke,3,直球,死球,1,1,144.5,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,666397,Edouard Julien,1,スラーブ,ボール（自動）,0,1,120.5,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,666397,Edouard Julien,2,直球,ボール,0,2,140.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,666397,Edouard Julien,3,直球,死球,0,2,143.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647304,Josh Naylor,1,チェンジアップ,ボール,0,1,132.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,592254,José De León,647304,Josh Naylor,2,直球,ヒットバイピッチ,0,2,144.8,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,641933,Tyler O'Neill,1,スライダー,ストライク（空振り）,1,0,144.4,1,1,0,ストライク
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,641933,Tyler O'Neill,2,スライダー,ストライク（空振り）,2,0,144.5,1,1,0,ストライク
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,641933,Tyler O'Neill,3,スライダー,ボール,2,1,145.0,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,641933,Tyler O'Neill,4,直球,ボール,2,2,154.8,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,641933,Tyler O'Neill,5,スライダー,ボール,2,3,146.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,641933,Tyler O'Neill,6,スライダー,ボール,2,4,142.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,1,直球,ストライク（見逃し）,1,0,155.0,1,0,0,ストライク
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,2,チェンジアップ,ボール（自動）,1,1,139.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,3,スライダー,ファール,2,1,141.5,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,4,スライダー,ファール,2,1,142.7,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,5,直球,ボール,2,2,154.0,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,6,直球,ファール,2,2,155.1,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,7,直球,ボール,2,3,154.2,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,8,直球,ファール,2,3,154.5,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672012,Tyler Black,9,直球,ボール,2,4,152.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672640,Otto Lopez,1,スライダー,ボール,0,1,143.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Canada,Puerto Rico,670329,Rico Garcia,672640,Otto Lopez,2,スライダー,インプレー,0,1,142.1,1,1,1,インプレー
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,695490,Edwin Arroyo,1,チェンジアップ,ボール,0,1,145.5,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,695490,Edwin Arroyo,2,直球,ストライク（見逃し）,1,1,145.2,1,0,0,ストライク
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,695490,Edwin Arroyo,3,カーブ,ファール,2,1,130.5,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,695490,Edwin Arroyo,4,チェンジアップ,インプレー,2,1,137.4,1,1,1,インプレー
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,1,カーブ,ボール,0,1,129.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,2,直球,ファール,1,1,146.4,1,1,1,ファール
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,663494,Bryan Torres,3,チェンジアップ,インプレー,1,1,137.8,1,1,1,インプレー
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,1,スライダー,ストライク（見逃し）,1,0,138.2,1,0,0,ストライク
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,2,直球,ボール,1,1,147.3,0,0,0,ボール
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,3,チェンジアップ,ストライク（空振り）,2,1,137.4,1,1,0,ストライク
788132,2026-03-10,Pool A,A,3,Puerto Rico,Canada,666364,Jordan Balazovic,671218,Heliot Ramos,4,直球,ストライク（空振り）,3,1,146.4,1,1,0,ストライク
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,683357,Owen Caissie,1,ツーシーム,ストライク（見逃し）,1,0,148.9,1,0,0,ストライク
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,683357,Owen Caissie,2,スイーパー,ストライク（空振り）,2,0,130.4,1,1,0,ストライク
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,683357,Owen Caissie,3,スイーパー,ボール,2,1,130.4,0,0,0,ボール
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,683357,Owen Caissie,4,スイーパー,ボール,2,2,130.8,0,0,0,ボール
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,683357,Owen Caissie,5,スイーパー,ボール,2,3,129.7,0,0,0,ボール
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,683357,Owen Caissie,6,ツーシーム,死球,2,3,149.0,0,0,0,ボール
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,647351,Abraham Toro,1,ツーシーム,ストライク（見逃し）,1,0,148.5,1,0,0,ストライク
788132,2026-03-10,Pool A,A,4,Canada,Puerto Rico,670103,Raymond Burgos,647351,Abraham Toro,2,チェンジアップ,ボール（自動）,1,1,137.1,0,0,0,ボール
