試合ID,日付,ラウンド,プール,イニング,攻撃チーム,守備チーム,投手ID,投手,打者ID,打者,投球番号,球種,判定,ストライク,ボール,球速（km/h）,ストライク判定,スイング,コンタクト,結果グループ
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,463748,Sharlon Schoop,2,フォーク,ボール,1,1,139.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,463748,Sharlon Schoop,3,直球,ファール,2,1,149.2,1,1,1,ファール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,463748,Sharlon Schoop,4,スイーパー,ボール,2,2,131.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,463748,Sharlon Schoop,5,フォーク,ボール,2,3,138.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,463748,Sharlon Schoop,6,直球,ボール,2,4,149.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,644433,Chadwick Tromp,1,ツーシーム,ストライク（見逃し）,1,0,146.9,1,0,0,ストライク
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,644433,Chadwick Tromp,2,カットボール,インプレー,1,0,142.3,1,1,1,インプレー
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,642720,Ray-Patrick Didder,1,スイーパー,ボール,0,1,129.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,642720,Ray-Patrick Didder,2,直球,ボール,0,2,146.8,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,642720,Ray-Patrick Didder,3,ツーシーム,ストライク（空振り）,1,2,146.3,1,1,0,ストライク
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,642720,Ray-Patrick Didder,4,直球,インプレー,1,2,148.9,1,1,1,インプレー
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,702258,Druw Jones,1,ツーシーム,ボール,0,1,150.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,702258,Druw Jones,2,スイーパー,ストライク（見逃し）,1,1,128.6,1,0,0,ストライク
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,702258,Druw Jones,3,スイーパー,ファール,2,1,129.7,1,1,1,ファール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,702258,Druw Jones,4,フォーク,ボール,2,2,140.3,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,702258,Druw Jones,5,直球,ボール,2,3,149.0,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,810897,Charlie Beilenson,702258,Druw Jones,6,スイーパー,ボール,2,4,131.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,695256,Josh Mallitz,678882,Ceddanne Rafaela,1,直球,ファール,1,0,149.8,1,1,1,ファール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,695256,Josh Mallitz,678882,Ceddanne Rafaela,2,スライダー,ボール（自動）,1,1,135.8,0,0,0,ボール
788102,2026-03-10,Pool D,D,5,Kingdom of the Netherlands,Israel,695256,Josh Mallitz,678882,Ceddanne Rafaela,3,直球,インプレー,1,1,151.1,1,1,1,インプレー
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,687462,Spencer Horwitz,1,ツーシーム,ストライク（見逃し）,1,0,145.0,1,0,0,ストライク
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,687462,Spencer Horwitz,2,チェンジアップ,ボール,1,1,131.3,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,687462,Spencer Horwitz,3,カーブ,ボール,1,2,122.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,687462,Spencer Horwitz,4,ツーシーム,死球,1,2,145.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,596117,Garrett Stubbs,1,スライダー,ボール,0,1,135.8,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,596117,Garrett Stubbs,2,カットボール,死球,0,1,138.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702302,RJ Schreck,1,カーブ,ファール,1,0,118.9,1,1,1,ファール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702302,RJ Schreck,2,スライダー,ファール,2,0,134.9,1,1,1,ファール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702302,RJ Schreck,3,直球,エラー（投球）,2,0,142.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,804241,Zach Levenson,1,スライダー,ファールチップ,1,1,126.0,1,1,1,ファール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,804241,Zach Levenson,2,スライダー,インプレー,1,1,127.1,1,1,1,インプレー
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,694249,Cole Carrigg,1,カーブ,ボール,0,1,123.0,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,694249,Cole Carrigg,2,スライダー,ボール（自動）,0,2,134.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,694249,Cole Carrigg,3,スライダー,ボール,0,3,134.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,694249,Cole Carrigg,4,ツーシーム,インプレー,0,3,143.1,1,1,1,インプレー
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702331,Noah Mendlinger,1,スライダー,ボール,0,1,136.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702331,Noah Mendlinger,2,カットボール,ボール,0,2,135.7,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702331,Noah Mendlinger,3,ツーシーム,ボール,0,3,144.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702331,Noah Mendlinger,4,ツーシーム,ストライク（見逃し）,1,3,144.8,1,0,0,ストライク
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,702331,Noah Mendlinger,5,カットボール,ボール,1,4,138.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,695372,Jake Gelof,1,直球,ストライク（見逃し）,1,0,143.9,1,0,0,ストライク
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,808721,Kevin Kelly,695372,Jake Gelof,2,スライダー,エラー（投球）,1,0,129.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,609044,Lars Huijer,670223,Matt Mervis,1,チェンジアップ,ボール,0,1,134.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,609044,Lars Huijer,670223,Matt Mervis,2,ツーシーム,ストライク（見逃し）,1,1,141.0,1,0,0,ストライク
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,609044,Lars Huijer,670223,Matt Mervis,3,チェンジアップ,エラー（投球）,1,1,136.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,609044,Lars Huijer,667690,C.J. Stubbs,1,スライダー,ボール,0,1,125.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,609044,Lars Huijer,667690,C.J. Stubbs,2,直球,ボール,0,2,142.3,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Israel,Kingdom of the Netherlands,609044,Lars Huijer,667690,C.J. Stubbs,3,ツーシーム,インプレー,0,2,142.7,1,1,1,インプレー
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,593428,Xander Bogaerts,1,ツーシーム,ボール,0,1,149.7,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,593428,Xander Bogaerts,2,スイーパー,ストライク（見逃し）,1,1,134.4,1,0,0,ストライク
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,593428,Xander Bogaerts,3,ツーシーム,ボール,1,2,146.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,593428,Xander Bogaerts,4,直球,死球,1,2,148.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,645277,Ozzie Albies,1,スイーパー,ストライク（見逃し）,1,0,132.0,1,0,0,ストライク
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,645277,Ozzie Albies,2,ツーシーム,インプレー,1,0,146.9,1,1,1,インプレー
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,544369,Didi Gregorius,1,直球,ボール,0,1,148.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,544369,Didi Gregorius,2,フォーク,ストライク（空振り）,1,1,133.1,1,1,0,ストライク
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,544369,Didi Gregorius,3,スイーパー,ボール,1,2,132.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,6,Kingdom of the Netherlands,Israel,621199,Matt Bowman,544369,Didi Gregorius,4,フォーク,インプレー,1,2,138.4,1,1,1,インプレー
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,687462,Spencer Horwitz,1,直球,ボール,0,1,141.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,687462,Spencer Horwitz,2,チェンジアップ,ストライク（見逃し）,1,1,131.5,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,687462,Spencer Horwitz,3,スライダー,ボール,1,2,125.7,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,687462,Spencer Horwitz,4,スライダー,ストライク（空振り）,2,2,127.1,1,1,0,ストライク
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,687462,Spencer Horwitz,5,スライダー,ストライク（空振り）,3,2,127.3,1,1,0,ストライク
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,596117,Garrett Stubbs,1,チェンジアップ,ファール,1,0,135.7,1,1,1,ファール
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,596117,Garrett Stubbs,2,スライダー,ボール,1,1,124.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,596117,Garrett Stubbs,3,スライダー,ファール,2,1,125.5,1,1,1,ファール
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,596117,Garrett Stubbs,4,スライダー,ボール,2,2,126.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,596117,Garrett Stubbs,5,ツーシーム,ストライク（空振り）,3,2,144.0,1,1,0,ストライク
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,702302,RJ Schreck,1,スライダー,ストライク（見逃し）,1,0,125.9,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Israel,Kingdom of the Netherlands,609044,Lars Huijer,702302,RJ Schreck,2,スライダー,インプレー,1,0,126.7,1,1,1,インプレー
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,649955,Hendrik Clementina,1,ツーシーム,ボール,0,1,147.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,649955,Hendrik Clementina,2,スイーパー,ボール,0,2,133.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,649955,Hendrik Clementina,3,ツーシーム,ストライク（見逃し）,1,2,148.1,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,649955,Hendrik Clementina,4,フォーク,ストライク（空振り）,2,2,133.9,1,1,0,ストライク
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,649955,Hendrik Clementina,5,直球,ボール,2,3,146.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,649955,Hendrik Clementina,6,スイーパー,ボール,2,4,129.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,463748,Sharlon Schoop,1,ツーシーム,ストライク（見逃し）,1,0,146.1,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,463748,Sharlon Schoop,2,スイーパー,ボール,1,1,132.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,463748,Sharlon Schoop,3,フォーク,ストライク（見逃し）,2,1,132.9,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,463748,Sharlon Schoop,4,ツーシーム,ファール,2,1,148.2,1,1,1,ファール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,463748,Sharlon Schoop,5,スイーパー,ボール,2,2,135.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,463748,Sharlon Schoop,6,フォーク,インプレー,2,2,133.6,1,1,1,インプレー
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,644433,Chadwick Tromp,1,ツーシーム,ストライク（見逃し）,1,0,147.4,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,644433,Chadwick Tromp,2,スイーパー,ボール,1,1,133.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,644433,Chadwick Tromp,3,ツーシーム,ストライク（見逃し）,2,1,146.4,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,644433,Chadwick Tromp,4,ツーシーム,ボール,2,2,144.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,644433,Chadwick Tromp,5,フォーク,ファール,2,2,133.9,1,1,1,ファール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,621199,Matt Bowman,644433,Chadwick Tromp,6,直球,インプレー,2,2,147.1,1,1,1,インプレー
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,681671,Zack Leban,806401,Dayson Croes,1,カットボール,ストライク（見逃し）,1,0,139.7,1,0,0,ストライク
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,681671,Zack Leban,806401,Dayson Croes,2,直球,ファール,2,0,148.9,1,1,1,ファール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,681671,Zack Leban,806401,Dayson Croes,3,直球,ボール,2,1,149.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,7,Kingdom of the Netherlands,Israel,681671,Zack Leban,806401,Dayson Croes,4,スイーパー,ストライク（空振り）,3,1,133.6,1,1,0,ストライク
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,804241,Zach Levenson,1,直球,インプレー,0,0,153.9,1,1,1,インプレー
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,694249,Cole Carrigg,1,直球,ファール,1,0,154.5,1,1,1,ファール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,694249,Cole Carrigg,2,スライダー,ボール,1,1,141.8,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,694249,Cole Carrigg,3,直球,インプレー,1,1,153.4,1,1,1,インプレー
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,702331,Noah Mendlinger,1,直球,ストライク（見逃し）,1,0,154.5,1,0,0,ストライク
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,702331,Noah Mendlinger,2,スライダー,ストライク（見逃し）,2,0,132.1,1,0,0,ストライク
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,702331,Noah Mendlinger,3,スイーパー,ボール,2,1,132.3,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,702331,Noah Mendlinger,4,スイーパー,ファール,2,1,130.5,1,1,1,ファール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,702331,Noah Mendlinger,5,直球,死球,2,1,152.7,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,695372,Jake Gelof,1,スライダー,ボール,0,1,138.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,695372,Jake Gelof,2,スライダー,ストライク（見逃し）,1,1,136.2,1,0,0,ストライク
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,695372,Jake Gelof,3,直球,ボール,1,2,151.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,695372,Jake Gelof,4,直球,ストライク（見逃し）,2,2,151.0,1,0,0,ストライク
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,695372,Jake Gelof,5,直球,ファール,2,2,151.4,1,1,1,ファール
788102,2026-03-10,Pool D,D,8,Israel,Kingdom of the Netherlands,663723,Derek West,695372,Jake Gelof,6,スイーパー,インプレー,2,2,128.9,1,1,1,インプレー
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,702258,Druw Jones,1,チェンジアップ,ボール,0,1,141.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,702258,Druw Jones,2,直球,ボール,0,2,150.8,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,702258,Druw Jones,3,チェンジアップ,ボール,0,3,141.3,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,702258,Druw Jones,4,直球,ボール,0,4,151.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,678882,Ceddanne Rafaela,1,チェンジアップ,ストライク（見逃し）,1,0,140.7,1,0,0,ストライク
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,678882,Ceddanne Rafaela,2,スライダー,インプレー,1,0,138.9,1,1,1,インプレー
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,593428,Xander Bogaerts,1,チェンジアップ,ストライク（見逃し）,1,0,141.8,1,0,0,ストライク
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,593428,Xander Bogaerts,2,直球,死球,1,0,151.8,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,645277,Ozzie Albies,1,チェンジアップ,ボール,0,1,140.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,645277,Ozzie Albies,2,直球,ストライク（空振り）,1,1,150.5,1,1,0,ストライク
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,645277,Ozzie Albies,3,チェンジアップ,W,2,1,142.3,0,0,0,
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,645277,Ozzie Albies,4,直球,ファール,2,1,151.3,1,1,1,ファール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,645277,Ozzie Albies,5,スライダー,ボール,2,2,138.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,645277,Ozzie Albies,6,直球,ボール,2,3,151.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,645277,Ozzie Albies,7,チェンジアップ,ストライク（空振り）,3,3,141.3,1,1,0,ストライク
788102,2026-03-10,Pool D,D,8,Kingdom of the Netherlands,Israel,592454,Tommy Kahnle,544369,Didi Gregorius,1,チェンジアップ,インプレー,0,0,140.3,1,1,1,インプレー
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,670223,Matt Mervis,1,直球,死球,0,0,151.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,667690,C.J. Stubbs,1,スライダー,ファールバント,1,0,138.4,1,1,1,ファール
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,667690,C.J. Stubbs,2,直球,インプレー,1,0,150.3,1,1,1,インプレー
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,687462,Spencer Horwitz,1,スライダー,ストライク（見逃し）,1,0,139.5,1,0,0,ストライク
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,687462,Spencer Horwitz,2,直球,ボール,1,1,151.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,687462,Spencer Horwitz,3,スイーパー,ファール,2,1,130.2,1,1,1,ファール
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,687462,Spencer Horwitz,4,スイーパー,インプレー,2,1,131.2,1,1,1,インプレー
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,596117,Garrett Stubbs,1,スイーパー,ボール（自動）,0,1,129.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,596117,Garrett Stubbs,2,スライダー,ボール（自動）,0,2,137.6,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,596117,Garrett Stubbs,3,スライダー,ストライク（空振り）,1,2,138.4,1,1,0,ストライク
788102,2026-03-10,Pool D,D,9,Israel,Kingdom of the Netherlands,663723,Derek West,596117,Garrett Stubbs,4,スライダー,インプレー,1,2,138.7,1,1,1,インプレー
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,649955,Hendrik Clementina,1,スライダー,ストライク（見逃し）,1,0,139.0,1,0,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,649955,Hendrik Clementina,2,直球,ボール,1,1,156.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,649955,Hendrik Clementina,3,チェンジアップ,ボール,1,2,143.1,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,649955,Hendrik Clementina,4,スライダー,ストライク（空振り）,2,2,141.5,1,1,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,649955,Hendrik Clementina,5,直球,ボール,2,3,155.3,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,649955,Hendrik Clementina,6,直球,ボール,2,4,156.9,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,838330,Delano Selassa,1,スライダー,ボール,0,1,138.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,838330,Delano Selassa,2,スライダー,ストライク（見逃し）,1,1,138.9,1,0,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,838330,Delano Selassa,3,スライダー,ストライク（空振り）,2,1,139.9,1,1,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,838330,Delano Selassa,4,スライダー,ボール（自動）,2,2,136.2,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,838330,Delano Selassa,5,スライダー,ストライク（空振り）,3,2,139.5,1,1,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,644433,Chadwick Tromp,1,直球,ストライク（空振り）,1,0,155.0,1,1,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,644433,Chadwick Tromp,2,直球,ボール,1,1,154.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,644433,Chadwick Tromp,3,直球,ボール,1,2,153.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,644433,Chadwick Tromp,4,スライダー,ボール（自動）,1,3,138.4,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,644433,Chadwick Tromp,5,スライダー,ボール（自動）,1,4,139.5,0,0,0,ボール
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,806401,Dayson Croes,1,直球,ストライク（見逃し）,1,0,153.4,1,0,0,ストライク
788102,2026-03-10,Pool D,D,9,Kingdom of the Netherlands,Israel,815084,Ben Simon,806401,Dayson Croes,2,直球,ファール,2,0,154.3,1,1,1,ファール
